track,Album,Artist,release_date,All Time Rank,January,February,March,April,May,June,July,August,September,October,spotify_streams,youtube_streams,YouTube Likes,TikTok Posts,TikTok Likes,tiktok_streams,YouTube Playlist Reach,Apple Music Playlist Count,apple_music_streams,SiriusXM_streams,Deezer Playlist Count,deezer_streams,Amazon Playlist Count,pandora_streams,Pandora Track Stations,soundcloud_streams,Shazam Counts
Like What (Freestyle),Like What (Freestyle),Cardi B,3/1/2024,2696,,,,,,,,,,,23475715,21710598,476670,,3270800,27373700,648487,21,5417,120,14,176615,31,9313905,2075,1046901,164762
Lil Bit,Lil Bit,Nelly,10/23/2020,3792,,,,,,,,,,,250828412,47811498,451406,107173,16852819,158825909,197197,47,52253,156,3,78,22,269930288,58967,,1557518
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,102,,,,,,,,,,,242070373,22907992,261664,2553106,312997953,3832221658,15593731,106,370635,5999,69,1792014,79,84425715,30713,670026,2219984
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,3/11/2023,232,,,,,,,,,,,11648,1175875850,1505556,,,,1318392,,26,,,,,,,,16
Lily,Different World,Alan Walker,12/14/2018,870,,,,,,,,,,,403860053,1057546150,7402999,7210674,89296676,1297576376,3130304,6,1552,,1,310,9,26619723,65704,,1793716
Limbo,Freddie's Inferno,Freddie Dredd,8/11/2022,2080,,,,,,,,,,,290154153,23082946,421187,212440,107112714,914597307,909289,8,1155,3,10,97797,1,2050356,6853,,2165418
Limbo,Prestige,Daddy Yankee,1/1/2012,3400,,,,,,,,,,,508914869,1529347092,6057759,55811,8937199,73318392,341710178,48,12567,67,39,272601,36,200834379,158798,330708,5615561
Linda Guajira,"Essential Classics, Vol. 143: Mongo Santamaria",Mongo Santamaria,6/6/2024,3547,,,,,,,,,,,10747498,,,,,,,,,,,,,,,,
Linea del Perreo (feat. Dj Kiire),Linea del Perreo (feat. Dj Kiire) - Single,Uzielito Mix,12/12/2023,1341,,,,,,,,,,,99086405,128889809,1469572,,533,7595,2020559168,3,323,259,2,46085,4,,,,230815
Linger - SiriusXM Session,SiriusXM Session,Royel Otis,5/31/2024,1171,,,,,,,,,,,8053814,,,74700,46235180,345797900,,16,,,1,120583,61,207576,91,,
Lioness,Lioness,Swedish House Mafia,6/7/2024,3710,,,,,,,,,,,2480498,144589,5727,,,,,24,32,,23,1512955,27,37570,4,13294,13506
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,10/21/2022,2985,,,,,,,,,,,110545738,23040928,130379,1731,355693,6584480,87589134,55,201798,40,26,644909,15,132408,150,494533,1431373
Liquor & Cigarettes (feat. ArrDee),Liquor & Cigarettes (feat. ArrDee),Chase & Status,9/15/2023,3021,,,,,,,,,,,44316864,10388436,105979,,,,11253019,6,136,,9,285929,10,45325,84,2847220,261966
Lisa,Lisa,Young Miko,3/3/2023,2365,,,,,,,,,,,209988103,141919199,1514197,9195,10364955,87467392,9998025,14,4506,316,7,78288,4,1395619,1138,,429046
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,2810,,,,,,,,,,,389164529,96711789,597354,22228,9869894,82984646,22709518,75,249186,56,37,212978,11,1555422,711,3087711,3654247
Little Dark Age,Little Dark Age,MGMT,10/17/2017,2415,,,,,,,,,,,641453269,409991163,5836318,345093,300840293,2500579993,5575104,55,3168,15,27,137399,,3927900,13924,1330759,5504564
Little Do You Know,Little Do You Know,Alex & Sierra,1/1/2014,4077,,,,,,,,,,,732651478,511428536,5924267,1005996,76255229,663477196,18664403,37,198,,20,83357,8,475143620,284882,,1350264
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,3602,,,,,,,,,,,7362358,6647943,266158,,,,381728,17,375,,21,139488,16,296216,228,85267,42895
Little Girl Gone,Little Girl Gone,CHINCHILLA,4/21/2023,2297,,,,,,,,,,,100397677,44530380,526851,855579,97764564,975465555,,6,358,12,1,79184,,4469706,6951,,
Little Life,Little Life,Cordelia,10/19/2023,1844,,,,,,,,,,,15433188,1480668,47307,1112614,310478118,2139918587,3395360,10,250,,5,564034,5,48577,571,,165267
Little Talks,Little Talks,Of Monsters and Men,1/1/2011,3217,,,,,,,,,,,1050676021,95461283,924094,78289,26746381,162004699,16316,96,117045,,68,465267,43,547325755,384670,3516318,15749222
Little Things,Little Things,Jorja Smith,5/11/2023,3380,,,,,,,,,,,46615691,6255853,83064,250198,50398483,758814572,55794,44,15021,11,10,48863,12,380027,222,985463,591008
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,6/30/2023,2677,,,,,,,,,,,123627077,,,4200,1046261,19231842,,13,15034,,30,549938,13,15420,191,,420572
Live Another Day,Phonkageddon,Kordhell,8/27/2021,3470,,,,,,,,,,,283108875,147447678,1916013,115000,93038797,1067856594,56188,14,1,,3,91280,1,2893729,1198,,1365064
LLYLM,LLYLM,ROSAL�,1/27/2023,3513,,,,,,,,,,,163400564,37506561,368510,14073,8297832,107127704,58633125,75,70787,9,36,410250,33,773952,,,1343247
Lo Aprend�� de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,3560,,,,,,,,,,,296711145,1599246274,4273511,144200,3933137,78337323,5228835,10,6169,,17,92845,3,27669036,46691,,970443
lo que hay x aqu�,lo que hay x aqu�,Rels B,3/10/2023,3868,,,,,,,,,,,223617742,57156070,432032,13798,8059214,51766245,23908080,4,40,5,3,26281,5,12520,60,,409658
Lo Que Tiene,Lo Que Tiene,Morad,3/8/2024,3170,,,,,,,,,,,52602574,17482603,146275,,,,28855469,7,1125,,3,510028,9,,,,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10/5/2021,1104,,,,,,,,,,,912709169,410395727,3097097,75146,30651870,303742856,265630925,69,36857,265,18,995698,35,26070209,7871,,1218835
Loading,Loading,Central Cee,10/22/2020,2311,,,,,,,,,,,356681497,204509339,2198210,62042,21340597,200676951,687625,26,7138,12,3,7612,7,439821,2081,,1028060
Loca - Remix,Loca [Bad Bunny Remix],KHEA,3/15/2018,4435,,,,,,,,,,,376842137,764618561,4979126,,62,1068,2338243,15,54,,7,14379,,,,,641737
Location,Location,Khalid,5/24/2016,760,,,,,,,,,,,1369299352,815137609,5138837,80456,17516516,77860109,170885369,188,50322,119,63,235041,53,471086924,389023,122419042,4283369
LOCATION,LOCATION,KAROL G,2/12/2021,2551,,,,,,,,,,,236644328,525752748,3073337,182529,34209228,329180615,25193373,56,29536,18,17,120355,36,9793641,3562,,962269
Location (feat. Burna Boy),PSYCHODRAMA,Dave,3/8/2019,2490,,,,,,,,,,,540907681,281620086,1394656,29890,7358053,65403430,7590308,113,7620,9,31,171627,27,221658,2407,7901879,1899818
Locked Away (feat. Adam Levine),Locked Away,R. City,6/29/2015,1355,,,,,,,,,,,990518773,1273135552,7854653,222164,48742043,348767238,1667819767,101,65547,30,34,99938,6,555577156,100262,,17627794
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,1602,,,,,,,,,,,2004657631,1400581749,9714447,49296,11894522,91255671,1689353351,150,378433,291,214,1260461,51,,,29413705,715420
Loco,Loco,Justin Quiles,5/13/2021,2864,,,,,,,,,,,417078369,22493718,150440,779826,109132088,1310854382,982702,61,36058,,25,73195,31,18046754,5964,2036108,2963547
LOCO,CRAZY IN LOVE,ITZY,9/24/2021,3451,,,,,,,,,,,259023338,381462973,6675316,134789,161181653,909400567,140676480,13,1395,136,1,492,19,1484382,1278,,
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,6/13/2019,1144,,,,,,,,,,,822696809,587804570,5432716,806169,35719393,404031807,532691572,184,98937,124,117,1507919,27,131125635,26028,10568592,6782620
LOKERA,LOKERA,Rauw Alejandro,7/25/2022,1452,,,,,,,,,,,656416971,58769088,325798,293693,109562958,1039707434,,75,35346,249,29,2015748,47,33566910,4454,,1394827
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,94,,,,,,,,,,,275349653,347506860,1553295,4349700,321239621,4767676439,2676837761,19,23875,96,37,3780737,29,5101044,5276,,1245874
Lollipop - Remix,Lollipop (Remix),Darell,2/15/2024,4044,,,,,,,,,,,50761385,15098694,116415,,,,106198768,23,3691,,24,311358,8,1141308,347,,146284
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,2039,,,,,,,,,,,115748552,9659878,139519,,,,,18,240,,3,52518,57,1418545,726,,55731
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,10/16/2020,1431,,,,,,,,,,,820172575,236628412,5627099,42444,26272592,261554607,193665492,152,189979,246,40,1388976,38,48337267,39809,,3795632
Lonely At The Top,Work Of Art,Asake,6/15/2023,947,,,,,,,,,,,84655991,75076449,510479,1513241,16795588,382487197,72422815,36,11861,89,6,164069,26,779288,650,1367844,2361169
Long Journey,Nostalgia,Rod Wave,9/15/2023,3765,,,,,,,,,,,26215354,16885737,135693,,7673272,63529208,10588113,2,11,,,,3,6571777,5569,7735532,172649
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2/9/2018,2717,,,,,,,,,,,982424606,123104265,916112,212758,13785747,172191863,1009012,24,42470,421,12,18818,25,356636322,99595,,2879816
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Look At Me Now,Lil Wayne,2/1/2011,3188,,,,,,,,,,,420074095,571911363,3726047,247846,61579479,634498093,156730455,37,18186,,15,217652,17,531145697,1158658,,5041927
Look At Me!,Look At Me!,XXXTENTACION,2/20/2017,1864,,,,,,,,,,,1432465000,529846128,11029532,3523215,235606523,2685984395,2295267,36,317,,8,197216,3,,,,
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,912,,,,,,,,,,,769061748,233288549,2397744,202814,33604598,250645860,39277808,49,91002,329,17,25856,15,164836824,131521,95216986,6255853
LOOK DON’T TOUCH (feat. cade,LOOK DON’T TOUCH (feat. cade,Odetari,5/17/2023,1848,,,,,,,,,,,184630078,63500291,813255,66100,15513962,102841979,69529,2,4,,,,,1043199,2591,6749208,683699
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,876,,,,,,,,,,,1152346128,1922214505,18201048,178524,67907529,563244716,1749919925,122,11382,113,43,239444,35,149366824,295550,,5102278
Looking For The Hoes (Ain���t My,Hood Hottest Princess,Sexyy Red,6/9/2023,4317,,,,,,,,,,,68965021,25701096,259974,402011,109732611,718409133,,5,2386,2,,,8,5935978,7448,,437612
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,132,,,,,,,,,,,8327,,,4200000,3646489,73318253,,,,,,,,,,,522
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,7/28/2023,3919,,,,,,,,,,,72380469,2630153,52698,1049,384088,4244746,,4,19,,2,,8,228994,212,,50640
Loosing interest,Missing,Kurochuu,6/9/2024,1419,,,,,,,,,,,43492280,,,,,,,,,,,,,,,,
Los animales en el autob�,La ronda de Lulita,Luli Pamp�,7/22/2022,4400,,,,,,,,,,,108439,311333094,770466,,,,,,1,,,,,,,,
LOS APARATOS,LOS APARATOS,El Alfa,8/3/2022,3943,,,,,,,,,,,137720938,153725209,1337733,1167,47967,950882,3483302,12,9181,40,6,67183,1,3762219,1338,,602689
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2/11/2022,3758,,,,,,,,,,,409608018,144073017,744920,121400,26034148,274609855,,17,30,7,3,173358,8,39188317,8249,,522412
Los Cachos,Los Cachos - Single,Piso 21,7/8/2022,3858,,,,,,,,,,,281927185,158004846,605118,,,,364439021,11,22833,207,18,1838124,28,1173587,876,,685597
Los Collares,Los Collares,Oscar Maydon,9/30/2022,3769,,,,,,,,,,,332741927,150888295,609166,23800,10579568,86648762,,5,,11,,,1,244982,553,,332463
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,336,,,,,,,,,,,373898429,314467618,1775081,782114,148537760,1715842070,670200525,42,29417,3,27,645947,28,79804,197,,776352
Los Patitos,Grandes Cl��sicos Infantiles (Vol,El Reino Infantil,4/20/2010,4086,,,,,,,,,,,3415634,2160514390,2891961,463,8474,501700,,,,,,,,,,,109
LOS PITS,nadie sabe lo que va a pasar ma��,Bad Bunny,10/13/2023,4512,,,,,,,,,,,74331462,16756062,212522,,226891,3288335,,4,100,,,,,2129023,446,,136101
Lose Control,Lose Control,Teddy Swims,6/23/2023,38,22221413,110369373,142380629,128104223,126214937,28956074,105701422,27303592,101662218,91531400,775135157,139180960,1504385,396560,49060857,597513595,4016801205,215,605841,162,133,42675181,120,253538985,72429,5409388,10517831
Lose Control,Get To Know,MEDUZA,9/27/2019,604,,110369373,142380629,128104223,126214937,28956074,105701422,,101662218,91531400,932911098,412062322,4053612,5201086,487782696,5676756004,99396759,265,223012,274,305,2019465,23,48014603,11561,,8835435
Lose It,Lose It,Through Fire,2/14/2023,4273,,,,,,,,,,,301362,226550416,1992781,16,1337,17823,267731462,2,2856,5,,,,384522,,,
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,457,,,,,,,,,,,29994527,39678645,1520092,38704,1533045,5347400,35590514,12,1664,12,7,477416,45,277540,314,119216,69265
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,1123,,,,,,,,,,,1222228366,569150755,10176233,210846,55268559,519924812,832957854,174,220765,169,66,1080455,84,191725976,77455,959144,3669533
"Lose Yourself - From ""8 Mile"" Soundtrack",8 Mile,Eminem,10/29/2002,2222,,,,,,,,,,,2194935773,1360758976,9892246,69588,1476678,20114190,339086425,252,166938,,127,3101373,75,804134471,703535,,10419522
"Loser, Baby",Hazbin Hotel Original Soundtrack (Part 1),Andrew Underberg,1/19/2024,2060,,,,,,,,,,,91969282,51683164,844140,,,,,3,,,,,,860475,3839,,53519
Losin Control,Losin Control,Russ,7/28/2016,4354,,,,,,,,,,,703411626,203961378,1718942,106882,21993209,108839324,6610,55,,4,47,66338,,356243964,195496,,2062658
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,126,,,,,,,,,,,126247886,,,,,,,,,,,,,,,,
Losing It,Losing It,FISHER,7/13/2018,2668,,,,,,,,,,,523954769,96992359,915175,44648,32897654,313069043,5471148,102,17311,100,43,349670,36,8197498,19923,,8854107
LosT,LosT - Single,Bring Me The Horizon,5/4/2023,4325,,,,,,,,,,,96922687,22161743,344869,16627,2837050,23536012,1762760,19,26789,19,8,118282,25,611452,347,,213968
Lost Boy,Lost Boy,Ruth B.,8/21/2015,3207,,,,,,,,,,,840781611,32641573,335427,1010070,25149358,160655710,2335,66,1910,21,29,285187,30,395651668,664276,1523157,3966093
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,3683,,,,,,,,,,,66878719,2866171,33960,661,684129,4277522,,5,30,128,1,,3,168014,163,,149968
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,1/11/2019,2564,,,,,,,,,,,895496661,60795572,663427,118739,61383164,500515994,25324485,109,19935,9,40,314982,17,44369088,13427,15946343,5540938
Lost on You,Lost On You,LP,3/24/2016,998,,,,,,,,,,,837042727,2265062550,13313083,87300,31874280,239446479,220914117,80,80796,,105,511599,13,4454935,23901,,16431621
lost souls,The Melodic Blue,Baby Keem,9/22/2021,3889,,,,,,,,,,,206432478,25049879,343490,54,30404,404172,1213122,17,,39,9,27327,4,,,6333559,1078453
LOST!,"Right Place, Wrong Person",RM,5/24/2024,1958,,,,,,,,,,,31453044,8834117,1274824,,,,119265847,12,65,1,20,1287877,3,955083,13,,26633
LOT OF ME,We Love You Tecca 2,Lil Tecca,8/27/2021,4069,,,,,,,,,,,318061543,44097619,664394,209608,39645243,300555534,3338216,4,99,11,,,9,2366166,13479,,284740
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,3351,,,,,,,,,,,64851689,26844412,215475,56800,9759230,127114832,5768557,52,125036,1319,14,226409,26,27917367,3645,,1254913
Lottery (Renegade),Lottery,K CAMP,4/1/2019,808,,,,,,,,,,,173526912,102774513,1300907,13802112,663362447,6653535769,40852,20,120,46,12,39746,2,41431663,171614,,1592457
LOU LOU,LOU LOU - Single,Gabito Ballesteros,10/21/2023,1926,,,,,,,,,,,242519709,49878848,310358,48600,7116059,79422764,,10,1,,11,13121412,9,2357958,1130,,329048
Loucura,Amor e ��,Borges,12/12/2023,2248,,,,,,,,,,,79782529,70231783,491126,,,,462163988,9,5,,18,5792984,16,,,,
Love,AFROBOY,Kouz1,1/13/2023,3269,,,,,,,,,,,41059494,76632734,573257,821200,62289548,1163210746,,4,2210,,1,6562,,,,,510815
Love 119,Love 119,RIIZE,1/5/2024,3928,,,,,,,,,,,40415304,56771181,675344,25800,664843,3801500,629039777,10,1266,13,5,158455,15,19933,62,,80350
Love Again,Future Nostalgia,Dua Lipa,3/27/2020,1279,,,,,,,,,,,665464734,419361718,3354831,100817,29557917,296169569,2170415568,104,381613,593,46,572047,6,75309642,14292,,6223371
Love Again,Love Again,The Kid LAROI,1/27/2023,1342,,,,,,,,,,,215466975,28993149,455224,21208,3567265,65897455,15043035,44,140425,1410,22,107491,11,18081156,11986,4201807,982555
LOVE DIVE,LOVE DIVE,IVE,4/5/2022,1243,,,,,,,,,,,397988770,583304882,4759365,204227,219351151,1878718115,189613465,31,3065,78,7,42644,10,731310,1474,,468601
Love Galore,Love Galore,SZA,4/27/2017,4313,,,,,,,,,,,817054014,211546057,1832143,24952,14991486,63600775,20771301,204,30527,27,46,380092,60,200840895,102325,,3518675
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,11/13/2019,3993,,,,,,,,,,,486647778,239866189,2910072,78646,21105667,147581751,245093,6,2226,,1,380,,15700689,21904,,3817868
Love Lee,Love Lee,AKMU,8/21/2023,1294,,,,,,,,,,,72468277,143446620,1074996,578162,105772835,1060502179,564698812,10,2373,,2,211572,18,18149,94,,257725
Love Lies (with Normani),Love Lies,Khalid,2/14/2018,1865,,,,,,,,,,,937339123,479514227,3606789,191838,8019207,56608149,88739909,82,177635,182,48,194316,68,418186255,99110,,5381698
Love Lost,"I Love Life, Thank You",Mac Miller,7/22/2022,3092,,,,,,,,,,,240912994,12082132,177490,,,,124033,1,675,,,,,1110702,2256,1818689,587487
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/2013,3317,,,,,,,,,,,773746724,121852617,1286777,61790,18974621,123125094,3396,20,,,,,1,1199048660,714440,,
Love Me Again,Layover,V,8/11/2023,1402,,,,,,,,,,,626153696,95442324,4491977,213624,54975210,335526234,166154392,7,3016,19,16,2070072,8,3209084,366,,377532
Love Me Harder,So Fresh ��� The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,3655,,,,,,,,,,,917284463,930161541,5513057,18522,2323429,18428812,504598711,84,18813,12,55,778510,19,308184099,116610,,5880498
Love Me JeJe,Love Me JeJe - Single,Tems,4/25/2024,1274,,,,,,,,,,,34621656,8346529,193964,,1315,9450,777,104,8241,41,34,563039,83,1495398,339,,251413
Love Me Like This,exp��rgo,NMIXX,3/21/2023,3937,,,,,,,,,,,96439278,153565263,1299976,34860,36819235,208385821,51855304,6,789,11,2,192,,315735,388,,178962
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,7/24/2015,1617,,,,,,,,,,,1532640437,2536191191,15112588,,,,1265715072,1,62999,,,,,,,,
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2/1/2015,2193,,,,,,,,,,,1532983094,48109240,469999,452925,63198736,732908886,,216,206669,,107,702636,78,631056114,443298,,19968269
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat) [Remixes] (feat. Jason Derulo),Jason Derulo,11/19/2020,2212,,,,,,,,,,,286179073,239078390,1790062,465640,46773428,444068106,225346751,99,274839,,28,344794,1,2735151,2045,,4522347
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/2019,1613,,,,,,,,,,,596326288,486500564,5645146,207,55744,928083,2139300995,59,46202,,17,55389,20,3275263,9051,,15793119
love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,256,,,,,,,,,,,853451422,1132006963,25943716,12330900,1768913633,23933379729,35766668,77,189840,2726,51,1474677,5,31447967,31569,,3489217
Love On,Love On,Selena Gomez,2/22/2024,1148,,,,,,,,,,,45878045,18082083,515908,,,,2436411201,50,69439,150,58,12329759,45,3662491,523,,350842
Love On The Brain,ANTI (Deluxe),Rihanna,1/28/2016,1943,,,,,,,,,,,1480311407,1013766482,4126099,324,755438,2054878,6397841,134,65711,71,76,690982,46,,,,12739673
Love Scars,A Love Letter To You,Trippie Redd,5/14/2017,2103,,,,,,,,,,,402970867,101938749,1029804,252850,36416884,249602373,32722,51,10,,15,41759,1,34138922,56843,128989553,745513
Love seeker,Love seeker,JO1,5/11/2024,3111,,,,,,,,,,,5148212,17414927,85018,1600,,,,5,89,,,,5,492,,,26334
Love Shot,LOVE SHOT��� The 5th Album Rep,EXO,12/13/2018,4207,,,,,,,,,,,358620184,710463080,9902612,115162,63526694,456814795,7717184,8,2786,13,3,9706,8,2591680,7873,,623684
Love Someone,Love Someone,Lukas Graham,9/7/2018,3674,,,,,,,,,,,753200066,277222671,1404539,260432,16265262,192443386,7782057,51,111900,,38,48577,11,105848112,37101,6420870,
Love Songs - Bonus,Love Songs,Kaash Paige,11/19/2018,2031,,,,,,,,,,,478086665,121801747,1355380,3205050,150283142,1196836319,1750,29,1491,,7,8234,7,10649995,49807,36309228,2435456
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,3586,,,,,,,,,,,757522352,101146931,1073571,186541,59591708,450672924,2329764,36,1404,51,9,17953,6,199348206,785640,385854,1130370
Love Story,Love Story,Disco Lines,9/22/2020,4224,,,,,,,,,,,18566967,1349513,12007,4189200,555006842,4579547361,144,3,1230,,1,1331,,695957,653,,86559
Love Story (Taylor���s Ve,Love Story (Taylor���s Ve,Taylor Swift,2/12/2021,2363,,,,,,,,,,,763292840,95479909,1954310,580400,238529478,2195330963,146268449,100,55204,,28,455783,7,59534342,31885,3371115,1405713
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Bar��es Da Pisad,8/3/2022,2413,,,,,,,,,,,17075528,458564536,2110326,,,,433210004,8,21,,4,201570,3,2569,,,5899
Love The Way You Lie,538 Hitzone 55,Eminem,1/1/2010,784,,,,,,,,,,,1532052160,3009144927,15864764,208118,23435916,223136013,254272987,84,4437,,67,669362,49,800108842,1358251,1991336,10011625
Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,6/11/2021,1748,,,,,,,,,,,449513936,1063180,11919,310148,90949587,1286306864,,78,24500,,29,411337,21,25598460,7330,,
Love Tonight - Edit,Love Tonight,Shouse,12/14/2017,3213,,,,,,,,,,,450102131,,,174000,33094580,513770838,,68,198098,,48,2955834,23,199734,1050,21847523,
Love wins all,Love wins all,IU,1/24/2024,1100,,,,,,,,,,,60903416,122003102,4890890,,102500,712700,749176444,15,,,1,4688,17,66751,159,,120507
Love You Anyway,Love You Anyway,Luke Combs,2/10/2023,1185,,,,,,,,,,,164507374,47201934,291689,127315,21357285,220946119,389278042,20,146916,4,2,592,23,124948868,11423,,624045
LOVE YOU BETTER,I NEVER LIKED YOU,Future,4/29/2022,1843,,,,,,,,,,,128787729,56487397,578887,35830,4458009,39913325,11069874,12,260687,3962,1,46208,5,85707959,10837,,903005
